State,EV,Dem %,Rep %,Date,>9,5-9,<5,Tie,<5,5-9,>9,Poll-duration
Utah,5,26,71,,Jan 01,,,,,,,5,Election 2004
Vermont,3,59,39,,Jan 01,3,,,,,,,Election 2004
Virginia,13,45,54,,Jan 01,,,,,,13,,Election 2004
Washington,11,53,46,,Jan 01,,11,,,,,,Election 2004
West Virginia,5,43,56,,Jan 01,,,,,,,5,Election 2004
Wisconsin,10,50,49,,Jan 01,,,10,,,,,Election 2004
Wyoming,3,29,69,,Jan 01,,,,,,,3,Election 2004
Alabama,9,37,63,,Jan 01,,,,,,,9,Election 2004
Alaska,3,35,62,,Jan 01,,,,,,,3,Election 2004
Arizona,10,45,55,,Jan 01,,,,,,,10,Election 2004
Arkansas,6,45,54,,Jan 01,,,,,,6,,Election 2004
California,55,55,44,,Jan 01,55,,,,,,,Election 2004
Colorado,9,47,52,,Jan 01,,,,,,9,,Election 2004
Connecticut,7,54,44,,Jan 01,7,,,,,,,Election 2004
D.C.,3,90,9,,Jan 01,3,,,,,,,Election 2004
Delaware,3,53,46,,Jan 01,,3,,,,,,Election 2004
Florida,27,47,52,,Jan 01,,,,,,27,,Election 2004
Georgia,15,41,58,,Jan 01,,,,,,,15,Election 2004
Hawaii,4,54,45,,Jan 01,,4,,,,,,Election 2004
Idaho,4,30,69,,Jan 01,,,,,,,4,Election 2004
Illinois,21,55,45,,Jan 01,21,,,,,,,Election 2004
Indiana,11,39,60,,Jan 01,,,,,,,11,Election 2004
Iowa,7,49,50,,Jan 01,,,,,7,,,Election 2004
Kansas,6,37,62,,Jan 01,,,,,,,6,Election 2004
Kentucky,8,40,60,,Jan 01,,,,,,,8,Election 2004
Louisiana,9,42,57,,Jan 01,,,,,,,9,Election 2004
Maine,4,53,45,,Jan 01,,4,,,,,,Election 2004
Maryland,10,56,43,,Jan 01,10,,,,,,,Election 2004
Massachusetts,12,62,37,,Jan 01,12,,,,,,,Election 2004
Michigan,17,51,48,,Jan 01,,,17,,,,,Election 2004
Minnesota,10,51,48,,Jan 01,,,10,,,,,Election 2004
Mississippi,6,40,60,,Jan 01,,,,,,,6,Election 2004
Missouri,11,46,53,,Jan 01,,,,,,11,,Election 2004
Montana,3,39,59,,Jan 01,,,,,,,3,Election 2004
Nebraska,5,32,67,,Jan 01,,,,,,,5,Election 2004
Nevada,5,48,51,,Jan 01,,,,,5,,,Election 2004
New Hampshire,4,50,49,,Jan 01,,,4,,,,,Election 2004
New Jersey,15,53,47,,Jan 01,,15,,,,,,Election 2004
New Mexico,5,49,50,,Jan 01,,,,,5,,,Election 2004
New York,31,58,41,,Jan 01,31,,,,,,,Election 2004
North Carolina,15,44,56,,Jan 01,,,,,,,15,Election 2004
North Dakota,3,36,63,,Jan 01,,,,,,,3,Election 2004
Ohio,20,49,51,,Jan 01,,,,,20,,,Election 2004
Oklahoma,7,34,66,,Jan 01,,,,,,,7,Election 2004
Oregon,7,52,48,,Jan 01,,,7,,,,,Election 2004
Pennsylvania,21,51,49,,Jan 01,,,21,,,,,Election 2004
Rhode Island,4,60,39,,Jan 01,4,,,,,,,Election 2004
South Carolina,8,41,58,,Jan 01,,,,,,,8,Election 2004
South Dakota,3,38,60,,Jan 01,,,,,,,3,Election 2004
Tennessee,11,43,57,,Jan 01,,,,,,,11,Election 2004
Texas,34,38,61,,Jan 01,,,,,,,34,Election 2004
Utah,5,26,71,,Jan 01,,,,,,,5,Election 2004
Vermont,3,59,39,,Jan 01,3,,,,,,,Election 2004
Virginia,13,45,54,,Jan 01,,,,,,13,,Election 2004
Washington,11,53,46,,Jan 01,,11,,,,,,Election 2004
West Virginia,5,43,56,,Jan 01,,,,,,,5,Election 2004
Wisconsin,10,50,49,,Jan 01,,,10,,,,,Election 2004
Wyoming,3,29,69,,Jan 01,,,,,,,3,Election 2004
Alabama,9,37,63,,Jan 01,,,,,,,9,Election 2004
Alaska,3,35,62,,Jan 01,,,,,,,3,Election 2004
Arizona,10,45,55,,Jan 01,,,,,,,10,Election 2004
Arkansas,6,45,54,,Jan 01,,,,,,6,,Election 2004
California,55,55,44,,Jan 01,55,,,,,,,Election 2004
Colorado,9,47,52,,Jan 01,,,,,,9,,Election 2004
Connecticut,7,54,44,,Jan 01,7,,,,,,,Election 2004
D.C.,3,90,9,,Jan 01,3,,,,,,,Election 2004
Delaware,3,53,46,,Jan 01,,3,,,,,,Election 2004
Florida,27,47,52,,Jan 01,,,,,,27,,Election 2004
Georgia,15,41,58,,Jan 01,,,,,,,15,Election 2004
Hawaii,4,54,45,,Jan 01,,4,,,,,,Election 2004
Idaho,4,30,69,,Jan 01,,,,,,,4,Election 2004
Illinois,21,55,45,,Jan 01,21,,,,,,,Election 2004
Indiana,11,39,60,,Jan 01,,,,,,,11,Election 2004
Iowa,7,49,50,,Jan 01,,,,,7,,,Election 2004
Kansas,6,37,62,,Jan 01,,,,,,,6,Election 2004
Kentucky,8,40,60,,Jan 01,,,,,,,8,Election 2004
Louisiana,9,42,57,,Jan 01,,,,,,,9,Election 2004
Maine,4,53,45,,Jan 01,,4,,,,,,Election 2004
Maryland,10,56,43,,Jan 01,10,,,,,,,Election 2004
Massachusetts,12,62,37,,Jan 01,12,,,,,,,Election 2004
Michigan,17,51,48,,Jan 01,,,17,,,,,Election 2004
Minnesota,10,51,48,,Jan 01,,,10,,,,,Election 2004
Mississippi,6,40,60,,Jan 01,,,,,,,6,Election 2004
Missouri,11,46,53,,Jan 01,,,,,,11,,Election 2004
Montana,3,39,59,,Jan 01,,,,,,,3,Election 2004
Nebraska,5,32,67,,Jan 01,,,,,,,5,Election 2004
Nevada,5,48,51,,Jan 01,,,,,5,,,Election 2004
New Hampshire,4,50,49,,Jan 01,,,4,,,,,Election 2004
New Jersey,15,53,47,,Jan 01,,15,,,,,,Election 2004
New Mexico,5,49,50,,Jan 01,,,,,5,,,Election 2004
New York,31,58,41,,Jan 01,31,,,,,,,Election 2004
North Carolina,15,44,56,,Jan 01,,,,,,,15,Election 2004
North Dakota,3,36,63,,Jan 01,,,,,,,3,Election 2004
Ohio,20,49,51,,Jan 01,,,,,20,,,Election 2004
Oklahoma,7,34,66,,Jan 01,,,,,,,7,Election 2004
Oregon,7,52,48,,Jan 01,,,7,,,,,Election 2004
Pennsylvania,21,51,49,,Jan 01,,,21,,,,,Election 2004
Rhode Island,4,60,39,,Jan 01,4,,,,,,,Election 2004
South Carolina,8,41,58,,Jan 01,,,,,,,8,Election 2004
South Dakota,3,38,60,,Jan 01,,,,,,,3,Election 2004
Tennessee,11,43,57,,Jan 01,,,,,,,11,Election 2004
Texas,34,38,61,,Jan 01,,,,,,,34,Election 2004
Utah,5,26,71,,Jan 01,,,,,,,5,Election 2004
Vermont,3,59,39,,Jan 01,3,,,,,,,Election 2004
Virginia,13,45,54,,Jan 01,,,,,,13,,Election 2004
Washington,11,53,46,,Jan 01,,11,,,,,,Election 2004
West Virginia,5,43,56,,Jan 01,,,,,,,5,Election 2004
Wisconsin,10,50,49,,Jan 01,,,10,,,,,Election 2004
Wyoming,3,29,69,,Jan 01,,,,,,,3,Election 2004
Alabama,9,37,63,,Jan 01,,,,,,,9,Election 2004
Alaska,3,35,62,,Jan 01,,,,,,,3,Election 2004
Arizona,10,45,55,,Jan 01,,,,,,,10,Election 2004
Arkansas,6,45,54,,Jan 01,,,,,,6,,Election 2004
California,55,55,44,,Jan 01,55,,,,,,,Election 2004
Colorado,9,47,52,,Jan 01,,,,,,9,,Election 2004
Connecticut,7,54,44,,Jan 01,7,,,,,,,Election 2004
D.C.,3,90,9,,Jan 01,3,,,,,,,Election 2004
Delaware,3,53,46,,Jan 01,,3,,,,,,Election 2004
Florida,27,47,52,,Jan 01,,,,,,27,,Election 2004
Georgia,15,41,58,,Jan 01,,,,,,,15,Election 2004
Hawaii,4,54,45,,Jan 01,,4,,,,,,Election 2004
Idaho,4,30,69,,Jan 01,,,,,,,4,Election 2004
Illinois,21,55,45,,Jan 01,21,,,,,,,Election 2004
Indiana,11,39,60,,Jan 01,,,,,,,11,Election 2004
Iowa,7,49,50,,Jan 01,,,,,7,,,Election 2004
Kansas,6,37,62,,Jan 01,,,,,,,6,Election 2004
Kentucky,8,40,60,,Jan 01,,,,,,,8,Election 2004
Louisiana,9,42,57,,Jan 01,,,,,,,9,Election 2004
Maine,4,53,45,,Jan 01,,4,,,,,,Election 2004
Maryland,10,56,43,,Jan 01,10,,,,,,,Election 2004
Massachusetts,12,62,37,,Jan 01,12,,,,,,,Election 2004
Michigan,17,51,48,,Jan 01,,,17,,,,,Election 2004
Minnesota,10,51,48,,Jan 01,,,10,,,,,Election 2004
Mississippi,6,40,60,,Jan 01,,,,,,,6,Election 2004
Missouri,11,46,53,,Jan 01,,,,,,11,,Election 2004
Montana,3,39,59,,Jan 01,,,,,,,3,Election 2004
Nebraska,5,32,67,,Jan 01,,,,,,,5,Election 2004
Nevada,5,48,51,,Jan 01,,,,,5,,,Election 2004
New Hampshire,4,50,49,,Jan 01,,,4,,,,,Election 2004
New Jersey,15,53,47,,Jan 01,,15,,,,,,Election 2004
New Mexico,5,49,50,,Jan 01,,,,,5,,,Election 2004
New York,31,58,41,,Jan 01,31,,,,,,,Election 2004
North Carolina,15,44,56,,Jan 01,,,,,,,15,Election 2004
North Dakota,3,36,63,,Jan 01,,,,,,,3,Election 2004
Ohio,20,49,51,,Jan 01,,,,,20,,,Election 2004
Oklahoma,7,34,66,,Jan 01,,,,,,,7,Election 2004
Oregon,7,52,48,,Jan 01,,,7,,,,,Election 2004
Pennsylvania,21,51,49,,Jan 01,,,21,,,,,Election 2004
Rhode Island,4,60,39,,Jan 01,4,,,,,,,Election 2004
South Carolina,8,41,58,,Jan 01,,,,,,,8,Election 2004
South Dakota,3,38,60,,Jan 01,,,,,,,3,Election 2004
Tennessee,11,43,57,,Jan 01,,,,,,,11,Election 2004
Texas,34,38,61,,Jan 01,,,,,,,34,Election 2004
Utah,5,26,71,,Jan 01,,,,,,,5,Election 2004
Vermont,3,59,39,,Jan 01,3,,,,,,,Election 2004
Virginia,13,45,54,,Jan 01,,,,,,13,,Election 2004
Washington,11,53,46,,Jan 01,,11,,,,,,Election 2004
West Virginia,5,43,56,,Jan 01,,,,,,,5,Election 2004
Wisconsin,10,50,49,,Jan 01,,,10,,,,,Election 2004
Wyoming,3,29,69,,Jan 01,,,,,,,3,Election 2004
Alabama,9,37,63,,Jan 01,,,,,,,9,Election 2004
Alaska,3,35,62,,Jan 01,,,,,,,3,Election 2004
Arizona,10,45,55,,Jan 01,,,,,,,10,Election 2004
Arkansas,6,45,54,,Jan 01,,,,,,6,,Election 2004
California,55,55,44,,Jan 01,55,,,,,,,Election 2004
Colorado,9,47,52,,Jan 01,,,,,,9,,Election 2004
Connecticut,7,54,44,,Jan 01,7,,,,,,,Election 2004
D.C.,3,90,9,,Jan 01,3,,,,,,,Election 2004
Delaware,3,53,46,,Jan 01,,3,,,,,,Election 2004
Florida,27,47,52,,Jan 01,,,,,,27,,Election 2004
Georgia,15,41,58,,Jan 01,,,,,,,15,Election 2004
Hawaii,4,54,45,,Jan 01,,4,,,,,,Election 2004
Idaho,4,30,69,,Jan 01,,,,,,,4,Election 2004
Illinois,21,55,45,,Jan 01,21,,,,,,,Election 2004
Indiana,11,39,60,,Jan 01,,,,,,,11,Election 2004
Iowa,7,49,50,,Jan 01,,,,,7,,,Election 2004
Kansas,6,37,62,,Jan 01,,,,,,,6,Election 2004
Kentucky,8,40,60,,Jan 01,,,,,,,8,Election 2004
Louisiana,9,42,57,,Jan 01,,,,,,,9,Election 2004
Maine,4,53,45,,Jan 01,,4,,,,,,Election 2004
Maryland,10,56,43,,Jan 01,10,,,,,,,Election 2004
Massachusetts,12,62,37,,Jan 01,12,,,,,,,Election 2004
Michigan,17,51,48,,Jan 01,,,17,,,,,Election 2004
Minnesota,10,51,48,,Jan 01,,,10,,,,,Election 2004
Mississippi,6,40,60,,Jan 01,,,,,,,6,Election 2004
Missouri,11,46,53,,Jan 01,,,,,,11,,Election 2004
Montana,3,39,59,,Jan 01,,,,,,,3,Election 2004
Nebraska,5,32,67,,Jan 01,,,,,,,5,Election 2004
Nevada,5,48,51,,Jan 01,,,,,5,,,Election 2004
New Hampshire,4,50,49,,Jan 01,,,4,,,,,Election 2004
New Jersey,15,53,47,,Jan 01,,15,,,,,,Election 2004
New Mexico,5,49,50,,Jan 01,,,,,5,,,Election 2004
New York,31,58,41,,Jan 01,31,,,,,,,Election 2004
North Carolina,15,44,56,,Jan 01,,,,,,,15,Election 2004
North Dakota,3,36,63,,Jan 01,,,,,,,3,Election 2004
Ohio,20,49,51,,Jan 01,,,,,20,,,Election 2004
Oklahoma,7,34,66,,Jan 01,,,,,,,7,Election 2004
Oregon,7,52,48,,Jan 01,,,7,,,,,Election 2004
Pennsylvania,21,51,49,,Jan 01,,,21,,,,,Election 2004
Rhode Island,4,60,39,,Jan 01,4,,,,,,,Election 2004
South Carolina,8,41,58,,Jan 01,,,,,,,8,Election 2004
South Dakota,3,38,60,,Jan 01,,,,,,,3,Election 2004
Tennessee,11,43,57,,Jan 01,,,,,,,11,Election 2004
Texas,34,38,61,,Jan 01,,,,,,,34,Election 2004
Utah,5,26,71,,Jan 01,,,,,,,5,Election 2004
Vermont,3,59,39,,Jan 01,3,,,,,,,Election 2004
Virginia,13,45,54,,Jan 01,,,,,,13,,Election 2004
Washington,11,53,46,,Jan 01,,11,,,,,,Election 2004
West Virginia,5,43,56,,Jan 01,,,,,,,5,Election 2004
Wisconsin,10,50,49,,Jan 01,,,10,,,,,Election 2004
Wyoming,3,29,69,,Jan 01,,,,,,,3,Election 2004
Alabama,9,37,63,,Jan 01,,,,,,,9,Election 2004
Alaska,3,35,62,,Jan 01,,,,,,,3,Election 2004
Arizona,10,45,55,,Jan 01,,,,,,,10,Election 2004
Arkansas,6,45,54,,Jan 01,,,,,,6,,Election 2004
California,55,55,44,,Jan 01,55,,,,,,,Election 2004
Colorado,9,47,52,,Jan 01,,,,,,9,,Election 2004
Connecticut,7,54,44,,Jan 01,7,,,,,,,Election 2004
D.C.,3,90,9,,Jan 01,3,,,,,,,Election 2004
Delaware,3,53,46,,Jan 01,,3,,,,,,Election 2004
Florida,27,47,52,,Jan 01,,,,,,27,,Election 2004
Georgia,15,41,58,,Jan 01,,,,,,,15,Election 2004
Hawaii,4,54,45,,Jan 01,,4,,,,,,Election 2004
Idaho,4,30,69,,Jan 01,,,,,,,4,Election 2004
Illinois,21,55,45,,Jan 01,21,,,,,,,Election 2004
Indiana,11,39,60,,Jan 01,,,,,,,11,Election 2004
Iowa,7,49,50,,Jan 01,,,,,7,,,Election 2004
Kansas,6,37,62,,Jan 01,,,,,,,6,Election 2004
Kentucky,8,40,60,,Jan 01,,,,,,,8,Election 2004
Louisiana,9,42,57,,Jan 01,,,,,,,9,Election 2004
Maine,4,53,45,,Jan 01,,4,,,,,,Election 2004
Maryland,10,56,43,,Jan 01,10,,,,,,,Election 2004
Massachusetts,12,62,37,,Jan 01,12,,,,,,,Election 2004
Michigan,17,51,48,,Jan 01,,,17,,,,,Election 2004
Minnesota,10,51,48,,Jan 01,,,10,,,,,Election 2004
Mississippi,6,40,60,,Jan 01,,,,,,,6,Election 2004
Missouri,11,46,53,,Jan 01,,,,,,11,,Election 2004
Montana,3,39,59,,Jan 01,,,,,,,3,Election 2004
Nebraska,5,32,67,,Jan 01,,,,,,,5,Election 2004
Nevada,5,48,51,,Jan 01,,,,,5,,,Election 2004
New Hampshire,4,50,49,,Jan 01,,,4,,,,,Election 2004
New Jersey,15,53,47,,Jan 01,,15,,,,,,Election 2004
New Mexico,5,49,50,,Jan 01,,,,,5,,,Election 2004
New York,31,58,41,,Jan 01,31,,,,,,,Election 2004
North Carolina,15,44,56,,Jan 01,,,,,,,15,Election 2004
North Dakota,3,36,63,,Jan 01,,,,,,,3,Election 2004
Ohio,20,49,51,,Jan 01,,,,,20,,,Election 2004
Oklahoma,7,34,66,,Jan 01,,,,,,,7,Election 2004
Oregon,7,52,48,,Jan 01,,,7,,,,,Election 2004
Pennsylvania,21,51,49,,Jan 01,,,21,,,,,Election 2004
Rhode Island,4,60,39,,Jan 01,4,,,,,,,Election 2004
South Carolina,8,41,58,,Jan 01,,,,,,,8,Election 2004
South Dakota,3,38,60,,Jan 01,,,,,,,3,Election 2004
Tennessee,11,43,57,,Jan 01,,,,,,,11,Election 2004
Texas,34,38,61,,Jan 01,,,,,,,34,Election 2004
Utah,5,26,71,,Jan 01,,,,,,,5,Election 2004
Vermont,3,59,39,,Jan 01,3,,,,,,,Election 2004
Virginia,13,45,54,,Jan 01,,,,,,13,,Election 2004
Washington,11,53,46,,Jan 01,,11,,,,,,Election 2004
West Virginia,5,43,56,,Jan 01,,,,,,,5,Election 2004
Wisconsin,10,50,49,,Jan 01,,,10,,,,,Election 2004
Wyoming,3,29,69,,Jan 01,,,,,,,3,Election 2004
Alabama,9,37,63,,Jan 01,,,,,,,9,Election 2004
Alaska,3,35,62,,Jan 01,,,,,,,3,Election 2004
Arizona,10,45,55,,Jan 01,,,,,,,10,Election 2004
Arkansas,6,45,54,,Jan 01,,,,,,6,,Election 2004
California,55,55,44,,Jan 01,55,,,,,,,Election 2004
Colorado,9,47,52,,Jan 01,,,,,,9,,Election 2004
Connecticut,7,54,44,,Jan 01,7,,,,,,,Election 2004
D.C.,3,90,9,,Jan 01,3,,,,,,,Election 2004
Delaware,3,53,46,,Jan 01,,3,,,,,,Election 2004
Florida,27,47,52,,Jan 01,,,,,,27,,Election 2004
Georgia,15,41,58,,Jan 01,,,,,,,15,Election 2004
Hawaii,4,54,45,,Jan 01,,4,,,,,,Election 2004
Idaho,4,30,69,,Jan 01,,,,,,,4,Election 2004
Illinois,21,55,45,,Jan 01,21,,,,,,,Election 2004
Indiana,11,39,60,,Jan 01,,,,,,,11,Election 2004
Iowa,7,49,50,,Jan 01,,,,,7,,,Election 2004
Kansas,6,37,62,,Jan 01,,,,,,,6,Election 2004
Kentucky,8,40,60,,Jan 01,,,,,,,8,Election 2004
Louisiana,9,42,57,,Jan 01,,,,,,,9,Election 2004
Maine,4,53,45,,Jan 01,,4,,,,,,Election 2004
Maryland,10,56,43,,Jan 01,10,,,,,,,Election 2004
Massachusetts,12,62,37,,Jan 01,12,,,,,,,Election 2004
Michigan,17,51,48,,Jan 01,,,17,,,,,Election 2004
Minnesota,10,51,48,,Jan 01,,,10,,,,,Election 2004
Mississippi,6,40,60,,Jan 01,,,,,,,6,Election 2004
Missouri,11,46,53,,Jan 01,,,,,,11,,Election 2004
Montana,3,39,59,,Jan 01,,,,,,,3,Election 2004
Nebraska,5,32,67,,Jan 01,,,,,,,5,Election 2004
Nevada,5,48,51,,Jan 01,,,,,5,,,Election 2004
New Hampshire,4,50,49,,Jan 01,,,4,,,,,Election 2004
New Jersey,15,53,47,,Jan 01,,15,,,,,,Election 2004
New Mexico,5,49,50,,Jan 01,,,,,5,,,Election 2004
New York,31,58,41,,Jan 01,31,,,,,,,Election 2004
North Carolina,15,44,56,,Jan 01,,,,,,,15,Election 2004
North Dakota,3,36,63,,Jan 01,,,,,,,3,Election 2004
Ohio,20,49,51,,Jan 01,,,,,20,,,Election 2004
Oklahoma,7,34,66,,Jan 01,,,,,,,7,Election 2004
Oregon,7,52,48,,Jan 01,,,7,,,,,Election 2004
Pennsylvania,21,51,49,,Jan 01,,,21,,,,,Election 2004
Rhode Island,4,60,39,,Jan 01,4,,,,,,,Election 2004
South Carolina,8,41,58,,Jan 01,,,,,,,8,Election 2004
South Dakota,3,38,60,,Jan 01,,,,,,,3,Election 2004
Tennessee,11,43,57,,Jan 01,,,,,,,11,Election 2004
Texas,34,38,61,,Jan 01,,,,,,,34,Election 2004
Utah,5,26,71,,Jan 01,,,,,,,5,Election 2004
Vermont,3,59,39,,Jan 01,3,,,,,,,Election 2004
Virginia,13,45,54,,Jan 01,,,,,,13,,Election 2004
Washington,11,53,46,,Jan 01,,11,,,,,,Election 2004
West Virginia,5,43,56,,Jan 01,,,,,,,5,Election 2004
Wisconsin,10,50,49,,Jan 01,,,10,,,,,Election 2004
Wyoming,3,29,69,,Jan 01,,,,,,,3,Election 2004
Alabama,9,37,63,,Jan 01,,,,,,,9,Election 2004
Alaska,3,35,62,,Jan 01,,,,,,,3,Election 2004
Arizona,10,45,55,,Jan 01,,,,,,,10,Election 2004
Arkansas,6,45,54,,Jan 01,,,,,,6,,Election 2004
California,55,55,44,,Jan 01,55,,,,,,,Election 2004
Colorado,9,47,52,,Jan 01,,,,,,9,,Election 2004
Connecticut,7,54,44,,Jan 01,7,,,,,,,Election 2004
D.C.,3,90,9,,Jan 01,3,,,,,,,Election 2004
Delaware,3,53,46,,Jan 01,,3,,,,,,Election 2004
Florida,27,47,52,,Jan 01,,,,,,27,,Election 2004
Georgia,15,41,58,,Jan 01,,,,,,,15,Election 2004
Hawaii,4,54,45,,Jan 01,,4,,,,,,Election 2004
Idaho,4,30,69,,Jan 01,,,,,,,4,Election 2004
Illinois,21,55,45,,Jan 01,21,,,,,,,Election 2004
Indiana,11,39,60,,Jan 01,,,,,,,11,Election 2004
Iowa,7,49,50,,Jan 01,,,,,7,,,Election 2004
Kansas,6,37,62,,Jan 01,,,,,,,6,Election 2004
Kentucky,8,40,60,,Jan 01,,,,,,,8,Election 2004
Louisiana,9,42,57,,Jan 01,,,,,,,9,Election 2004
Maine,4,53,45,,Jan 01,,4,,,,,,Election 2004
Maryland,10,56,43,,Jan 01,10,,,,,,,Election 2004
Massachusetts,12,62,37,,Jan 01,12,,,,,,,Election 2004
Michigan,17,51,48,,Jan 01,,,17,,,,,Election 2004
Minnesota,10,51,48,,Jan 01,,,10,,,,,Election 2004
Mississippi,6,40,60,,Jan 01,,,,,,,6,Election 2004
Missouri,11,46,53,,Jan 01,,,,,,11,,Election 2004
Montana,3,39,59,,Jan 01,,,,,,,3,Election 2004
Nebraska,5,32,67,,Jan 01,,,,,,,5,Election 2004
Nevada,5,48,51,,Jan 01,,,,,5,,,Election 2004
New Hampshire,4,50,49,,Jan 01,,,4,,,,,Election 2004
New Jersey,15,53,47,,Jan 01,,15,,,,,,Election 2004
New Mexico,5,49,50,,Jan 01,,,,,5,,,Election 2004
New York,31,58,41,,Jan 01,31,,,,,,,Election 2004
North Carolina,15,44,56,,Jan 01,,,,,,,15,Election 2004
North Dakota,3,36,63,,Jan 01,,,,,,,3,Election 2004
Ohio,20,49,51,,Jan 01,,,,,20,,,Election 2004
Oklahoma,7,34,66,,Jan 01,,,,,,,7,Election 2004
Oregon,7,52,48,,Jan 01,,,7,,,,,Election 2004
Pennsylvania,21,51,49,,Jan 01,,,21,,,,,Election 2004
Rhode Island,4,60,39,,Jan 01,4,,,,,,,Election 2004
South Carolina,8,41,58,,Jan 01,,,,,,,8,Election 2004
South Dakota,3,38,60,,Jan 01,,,,,,,3,Election 2004
Tennessee,11,43,57,,Jan 01,,,,,,,11,Election 2004
Texas,34,38,61,,Jan 01,,,,,,,34,Election 2004
Utah,5,26,71,,Jan 01,,,,,,,5,Election 2004
Vermont,3,59,39,,Jan 01,3,,,,,,,Election 2004
Virginia,13,45,54,,Jan 01,,,,,,13,,Election 2004
Washington,11,53,46,,Jan 01,,11,,,,,,Election 2004
West Virginia,5,43,56,,Jan 01,,,,,,,5,Election 2004
Wisconsin,10,50,49,,Jan 01,,,10,,,,,Election 2004
Wyoming,3,29,69,,Jan 01,,,,,,,3,Election 2004
Alabama,9,35,59,,Oct 09,,,,,,,9,SurveyUSA+Capital S
Alaska,3,38,57,,Oct 16,,,,,,,3,Research 2000
Arizona,10,38,52,,Sep 29,,,,,,,10,Rasmussen+Arizona S
Arkansas,6,42,52,,Sep 22,,,,,,,6,Rasmussen+ARG
California,55,58,38,,Oct 16,55,,,,,,,SurveyUSA+Rasmussen
Colorado,9,51,45,,Oct 16,,9,,,,,,Four polls
Connecticut,7,56,39,,Oct 14,7,,,,,,,Rasmussen
D.C.,3,82,13,,Sep 13,3,,,,,,,ARG
Delaware,3,56,40,,Oct 10,3,,,,,,,Rasmussen+West Ches
Florida,27,49,45,,Oct 16,,,27,,,,,Six polls
Georgia,15,44,51,,Oct 15,,,,,,15,,Four polls
Hawaii,4,68,27,,Sep 20,4,,,,,,,Rasmussen
Idaho,4,33,62,,Sep 17,,,,,,,4,Research 2000
Illinois,21,56,39,,Oct 13,21,,,,,,,Rasmussen
Indiana,11,45,49,,Oct 07,,,,,11,,,Rasmussen+Opinion R+Research 
Iowa,7,54,41,,Oct 09,7,,,,,,,SurveyUSA
Kansas,6,41,54,,Oct 13,,,,,,,6,Rasmussen
Kentucky,8,42,53,,Sep 30,,,,,,,8,Rasmussen+Mason
Louisiana,9,40,55,,Sep 25,,,,,,,9,Rasmussen
Maine,4,51,46,,Oct 02,,4,,,,,,Rasmussen
Maryland,10,57,38,,Sep 20,10,,,,,,,Rasmussen+ARG
Massachusetts,12,61,35,,Oct 14,12,,,,,,,SurveyUSA+Rasmussen
Michigan,17,55,39,,Oct 12,17,,,,,,,Quinnipia+Rasmussen
Minnesota,10,51,44,,Oct 12,,10,,,,,,Five polls
Mississippi,6,40,50,,Oct 15,,,,,,,6,Research 2000
Missouri,11,50,46,,Oct 15,,,11,,,,,Four polls
Montana,3,45,51,,Oct 08,,,,,,3,,ARG+Rasmussen
Nebraska,5,37,56,,Sep 30,,,,,,,5,Rasmussen
Nevada,5,50,46,,Oct 16,,,5,,,,,Rasmussen+Insider A
New Hampshire,4,53,43,,Oct 08,4,,,,,,,Four polls
New Jersey,15,53,41,,Oct 12,15,,,,,,,SurveyUSA+Rasmussen
New Mexico,5,54,44,,Oct 13,5,,,,,,,Rasmussen+SurveyUSA
New York,31,61,34,,Oct 14,31,,,,,,,Rasmussen+SurveyUSA
North Carolina,15,48,48,,Oct 13,,,,15,,,,Four polls
North Dakota,3,45,45,,Oct 15,,,,3,,,,Research 2000
Ohio,20,49,46,,Oct 14,,,20,,,,,Four polls
Oklahoma,7,31,65,,Oct 12,,,,,,,7,TV Poll+TV Poll
Oregon,7,55,41,,Oct 15,7,,,,,,,Four polls
Pennsylvania,21,53,39,,Oct 17,21,,,,,,,Muhlenber+SurveyUSA+Muhlenber
Rhode Island,4,48,26,,Oct 01,4,,,,,,,Opinion Factor
South Carolina,8,41,55,,Oct 13,,,,,,,8,SurveyUSA
South Dakota,3,39,55,,Sep 21,,,,,,,3,ARG
Tennessee,11,39,57,,Sep 29,,,,,,,11,Rasmussen+Mason
Texas,34,40,52,,Oct 15,,,,,,,34,Research 2000
Utah,5,28,64,,Sep 13,,,,,,,5,ARG+Rasmussen+Dan Jones
Vermont,3,60,36,,Oct 09,3,,,,,,,Rasmussen
Virginia,13,51,44,,Oct 14,,13,,,,,,Christoph+Opinion R+Rasmussen
Washington,11,56,40,,Oct 13,11,,,,,,,SurveyUSA
West Virginia,5,47,49,,Oct 13,,,,,5,,,Insider Advantage
Wisconsin,10,52,42,,Oct 12,10,,,,,,,Five polls
Wyoming,3,35,58,,Oct 16,,,,,,,3,Research 2000
Alabama,9,35,59,,Oct 09,,,,,,,9,SurveyUSA+Capital S
Alaska,3,39,55,,Oct 06,,,,,,,3,Rasmussen+Ivan Moor
Arizona,10,38,52,,Sep 29,,,,,,,10,Rasmussen+Arizona S
Arkansas,6,42,52,,Sep 22,,,,,,,6,Rasmussen+ARG
California,55,56,40,,Oct 09,55,,,,,,,Rasmussen+SurveyUSA
Colorado,9,50,44,,Oct 13,,9,,,,,,Four polls
Connecticut,7,52,37,,Sep 25,7,,,,,,,SurveyUSA+Pulsar Re+ARG
D.C.,3,82,13,,Sep 13,3,,,,,,,ARG
Delaware,3,56,40,,Oct 10,3,,,,,,,Rasmussen+West Ches
